band_width,n_neighbors,weights,metric,accuracy_train,accuracy_test
10,1,uniform,euclidean,1.0,0.9230769230769231
10,1,uniform,manhattan,1.0,0.9153846153846154
10,1,uniform,chebyshev,1.0,0.8923076923076924
10,1,uniform,minkowski,1.0,0.9230769230769231
10,1,distance,euclidean,1.0,0.9230769230769231
10,1,distance,manhattan,1.0,0.9153846153846154
10,1,distance,chebyshev,1.0,0.8923076923076924
10,1,distance,minkowski,1.0,0.9230769230769231
10,2,uniform,euclidean,0.9131274131274131,0.8769230769230769
10,2,uniform,manhattan,0.9420849420849421,0.9307692307692308
10,2,uniform,chebyshev,0.9111969111969112,0.8538461538461538
10,2,uniform,minkowski,0.9131274131274131,0.8769230769230769
10,2,distance,euclidean,1.0,0.9230769230769231
10,2,distance,manhattan,1.0,0.9153846153846154
10,2,distance,chebyshev,1.0,0.8923076923076924
10,2,distance,minkowski,1.0,0.9230769230769231
10,3,uniform,euclidean,0.9247104247104247,0.8923076923076924
10,3,uniform,manhattan,0.9459459459459459,0.9076923076923077
10,3,uniform,chebyshev,0.8918918918918919,0.8692307692307693
10,3,uniform,minkowski,0.9247104247104247,0.8923076923076924
10,3,distance,euclidean,1.0,0.9
10,3,distance,manhattan,1.0,0.9153846153846154
10,3,distance,chebyshev,1.0,0.8538461538461538
10,3,distance,minkowski,1.0,0.9
10,4,uniform,euclidean,0.9054054054054054,0.8923076923076924
10,4,uniform,manhattan,0.9324324324324325,0.9153846153846154
10,4,uniform,chebyshev,0.8764478764478765,0.8384615384615385
10,4,uniform,minkowski,0.9054054054054054,0.8923076923076924
10,4,distance,euclidean,1.0,0.9230769230769231
10,4,distance,manhattan,1.0,0.9153846153846154
10,4,distance,chebyshev,1.0,0.8692307692307693
10,4,distance,minkowski,1.0,0.9230769230769231
10,5,uniform,euclidean,0.9111969111969112,0.9076923076923077
10,5,uniform,manhattan,0.9266409266409267,0.9
10,5,uniform,chebyshev,0.8706563706563707,0.8692307692307693
10,5,uniform,minkowski,0.9111969111969112,0.9076923076923077
10,5,distance,euclidean,1.0,0.9153846153846154
10,5,distance,manhattan,1.0,0.9153846153846154
10,5,distance,chebyshev,1.0,0.8538461538461538
10,5,distance,minkowski,1.0,0.9153846153846154
10,6,uniform,euclidean,0.888030888030888,0.8769230769230769
10,6,uniform,manhattan,0.9015444015444015,0.8923076923076924
10,6,uniform,chebyshev,0.8532818532818532,0.8307692307692308
10,6,uniform,minkowski,0.888030888030888,0.8769230769230769
10,6,distance,euclidean,1.0,0.9307692307692308
10,6,distance,manhattan,1.0,0.8923076923076924
10,6,distance,chebyshev,1.0,0.8461538461538461
10,6,distance,minkowski,1.0,0.9307692307692308
10,7,uniform,euclidean,0.8803088803088803,0.8384615384615385
10,7,uniform,manhattan,0.8996138996138996,0.8692307692307693
10,7,uniform,chebyshev,0.8494208494208494,0.8076923076923077
10,7,uniform,minkowski,0.8803088803088803,0.8384615384615385
10,7,distance,euclidean,1.0,0.8846153846153846
10,7,distance,manhattan,1.0,0.9
10,7,distance,chebyshev,1.0,0.8461538461538461
10,7,distance,minkowski,1.0,0.8846153846153846
10,8,uniform,euclidean,0.8667953667953668,0.8153846153846154
10,8,uniform,manhattan,0.8918918918918919,0.8461538461538461
10,8,uniform,chebyshev,0.8455598455598455,0.7923076923076923
10,8,uniform,minkowski,0.8667953667953668,0.8153846153846154
10,8,distance,euclidean,1.0,0.8692307692307693
10,8,distance,manhattan,1.0,0.9
10,8,distance,chebyshev,1.0,0.8615384615384616
10,8,distance,minkowski,1.0,0.8692307692307693
10,9,uniform,euclidean,0.8513513513513513,0.8615384615384616
10,9,uniform,manhattan,0.8745173745173745,0.8615384615384616
10,9,uniform,chebyshev,0.8301158301158301,0.8153846153846154
10,9,uniform,minkowski,0.8513513513513513,0.8615384615384616
10,9,distance,euclidean,1.0,0.8769230769230769
10,9,distance,manhattan,1.0,0.9
10,9,distance,chebyshev,1.0,0.8461538461538461
10,9,distance,minkowski,1.0,0.8769230769230769
10,10,uniform,euclidean,0.8532818532818532,0.8384615384615385
10,10,uniform,manhattan,0.8725868725868726,0.8769230769230769
10,10,uniform,chebyshev,0.8185328185328186,0.7692307692307693
10,10,uniform,minkowski,0.8532818532818532,0.8384615384615385
10,10,distance,euclidean,1.0,0.8923076923076924
10,10,distance,manhattan,1.0,0.9
10,10,distance,chebyshev,1.0,0.8461538461538461
10,10,distance,minkowski,1.0,0.8923076923076924
10,11,uniform,euclidean,0.8455598455598455,0.8692307692307693
10,11,uniform,manhattan,0.859073359073359,0.8769230769230769
10,11,uniform,chebyshev,0.8243243243243243,0.7769230769230769
10,11,uniform,minkowski,0.8455598455598455,0.8692307692307693
10,11,distance,euclidean,1.0,0.8692307692307693
10,11,distance,manhattan,1.0,0.9230769230769231
10,11,distance,chebyshev,1.0,0.8461538461538461
10,11,distance,minkowski,1.0,0.8692307692307693
10,12,uniform,euclidean,0.8359073359073359,0.8692307692307693
10,12,uniform,manhattan,0.8571428571428571,0.8846153846153846
10,12,uniform,chebyshev,0.8146718146718147,0.7538461538461538
10,12,uniform,minkowski,0.8359073359073359,0.8692307692307693
10,12,distance,euclidean,1.0,0.9
10,12,distance,manhattan,1.0,0.9230769230769231
10,12,distance,chebyshev,1.0,0.823076923076923
10,12,distance,minkowski,1.0,0.9
10,13,uniform,euclidean,0.8146718146718147,0.8769230769230769
10,13,uniform,manhattan,0.8436293436293436,0.8769230769230769
10,13,uniform,chebyshev,0.8011583011583011,0.7923076923076923
10,13,uniform,minkowski,0.8146718146718147,0.8769230769230769
10,13,distance,euclidean,1.0,0.8923076923076924
10,13,distance,manhattan,1.0,0.9153846153846154
10,13,distance,chebyshev,1.0,0.8384615384615385
10,13,distance,minkowski,1.0,0.8923076923076924
10,14,uniform,euclidean,0.8281853281853282,0.8384615384615385
10,14,uniform,manhattan,0.8359073359073359,0.8692307692307693
10,14,uniform,chebyshev,0.7972972972972973,0.7538461538461538
10,14,uniform,minkowski,0.8281853281853282,0.8384615384615385
10,14,distance,euclidean,1.0,0.9
10,14,distance,manhattan,1.0,0.9230769230769231
10,14,distance,chebyshev,1.0,0.823076923076923
10,14,distance,minkowski,1.0,0.9
10,15,uniform,euclidean,0.8262548262548263,0.8461538461538461
10,15,uniform,manhattan,0.8146718146718147,0.8615384615384616
10,15,uniform,chebyshev,0.8011583011583011,0.7615384615384615
10,15,uniform,minkowski,0.8262548262548263,0.8461538461538461
10,15,distance,euclidean,1.0,0.8846153846153846
10,15,distance,manhattan,1.0,0.8846153846153846
10,15,distance,chebyshev,1.0,0.823076923076923
10,15,distance,minkowski,1.0,0.8846153846153846
10,16,uniform,euclidean,0.8262548262548263,0.8461538461538461
10,16,uniform,manhattan,0.8243243243243243,0.8538461538461538
10,16,uniform,chebyshev,0.777992277992278,0.7615384615384615
10,16,uniform,minkowski,0.8262548262548263,0.8461538461538461
10,16,distance,euclidean,1.0,0.8923076923076924
10,16,distance,manhattan,1.0,0.9076923076923077
10,16,distance,chebyshev,1.0,0.8076923076923077
10,16,distance,minkowski,1.0,0.8923076923076924
10,17,uniform,euclidean,0.8204633204633205,0.8307692307692308
10,17,uniform,manhattan,0.8146718146718147,0.8307692307692308
10,17,uniform,chebyshev,0.7934362934362934,0.7615384615384615
10,17,uniform,minkowski,0.8204633204633205,0.8307692307692308
10,17,distance,euclidean,1.0,0.9
10,17,distance,manhattan,1.0,0.8923076923076924
10,17,distance,chebyshev,1.0,0.823076923076923
10,17,distance,minkowski,1.0,0.9
10,18,uniform,euclidean,0.8088803088803089,0.8307692307692308
10,18,uniform,manhattan,0.8146718146718147,0.823076923076923
10,18,uniform,chebyshev,0.7644787644787645,0.7384615384615385
10,18,uniform,minkowski,0.8088803088803089,0.8307692307692308
10,18,distance,euclidean,1.0,0.9076923076923077
10,18,distance,manhattan,1.0,0.8923076923076924
10,18,distance,chebyshev,1.0,0.823076923076923
10,18,distance,minkowski,1.0,0.9076923076923077
10,19,uniform,euclidean,0.8185328185328186,0.823076923076923
10,19,uniform,manhattan,0.8204633204633205,0.8076923076923077
10,19,uniform,chebyshev,0.752895752895753,0.7538461538461538
10,19,uniform,minkowski,0.8185328185328186,0.823076923076923
10,19,distance,euclidean,1.0,0.9
10,19,distance,manhattan,1.0,0.8538461538461538
10,19,distance,chebyshev,1.0,0.8307692307692308
10,19,distance,minkowski,1.0,0.9
10,20,uniform,euclidean,0.7972972972972973,0.823076923076923
10,20,uniform,manhattan,0.806949806949807,0.8076923076923077
10,20,uniform,chebyshev,0.7567567567567568,0.7538461538461538
10,20,uniform,minkowski,0.7972972972972973,0.823076923076923
10,20,distance,euclidean,1.0,0.9076923076923077
10,20,distance,manhattan,1.0,0.8461538461538461
10,20,distance,chebyshev,1.0,0.823076923076923
10,20,distance,minkowski,1.0,0.9076923076923077
20,1,uniform,euclidean,1.0,0.9076923076923077
20,1,uniform,manhattan,1.0,0.9461538461538461
20,1,uniform,chebyshev,1.0,0.8384615384615385
20,1,uniform,minkowski,1.0,0.9076923076923077
20,1,distance,euclidean,1.0,0.9076923076923077
20,1,distance,manhattan,1.0,0.9461538461538461
20,1,distance,chebyshev,1.0,0.8384615384615385
20,1,distance,minkowski,1.0,0.9076923076923077
20,2,uniform,euclidean,0.9111969111969112,0.8615384615384616
20,2,uniform,manhattan,0.9362934362934363,0.9153846153846154
20,2,uniform,chebyshev,0.9015444015444015,0.823076923076923
20,2,uniform,minkowski,0.9111969111969112,0.8615384615384616
20,2,distance,euclidean,1.0,0.9076923076923077
20,2,distance,manhattan,1.0,0.9461538461538461
20,2,distance,chebyshev,1.0,0.8384615384615385
20,2,distance,minkowski,1.0,0.9076923076923077
20,3,uniform,euclidean,0.918918918918919,0.8846153846153846
20,3,uniform,manhattan,0.9459459459459459,0.9307692307692308
20,3,uniform,chebyshev,0.888030888030888,0.823076923076923
20,3,uniform,minkowski,0.918918918918919,0.8846153846153846
20,3,distance,euclidean,1.0,0.9076923076923077
20,3,distance,manhattan,1.0,0.9384615384615385
20,3,distance,chebyshev,1.0,0.8153846153846154
20,3,distance,minkowski,1.0,0.9076923076923077
20,4,uniform,euclidean,0.8976833976833977,0.8538461538461538
20,4,uniform,manhattan,0.9208494208494209,0.9153846153846154
20,4,uniform,chebyshev,0.8745173745173745,0.8
20,4,uniform,minkowski,0.8976833976833977,0.8538461538461538
20,4,distance,euclidean,1.0,0.8923076923076924
20,4,distance,manhattan,1.0,0.9307692307692308
20,4,distance,chebyshev,1.0,0.8461538461538461
20,4,distance,minkowski,1.0,0.8923076923076924
20,5,uniform,euclidean,0.9034749034749034,0.8615384615384616
20,5,uniform,manhattan,0.9247104247104247,0.8769230769230769
20,5,uniform,chebyshev,0.8648648648648649,0.8307692307692308
20,5,uniform,minkowski,0.9034749034749034,0.8615384615384616
20,5,distance,euclidean,1.0,0.8923076923076924
20,5,distance,manhattan,1.0,0.8923076923076924
20,5,distance,chebyshev,1.0,0.823076923076923
20,5,distance,minkowski,1.0,0.8923076923076924
20,6,uniform,euclidean,0.8725868725868726,0.8384615384615385
20,6,uniform,manhattan,0.8957528957528957,0.8615384615384616
20,6,uniform,chebyshev,0.8416988416988417,0.8384615384615385
20,6,uniform,minkowski,0.8725868725868726,0.8384615384615385
20,6,distance,euclidean,1.0,0.8923076923076924
20,6,distance,manhattan,1.0,0.9
20,6,distance,chebyshev,1.0,0.823076923076923
20,6,distance,minkowski,1.0,0.8923076923076924
20,7,uniform,euclidean,0.8667953667953668,0.8307692307692308
20,7,uniform,manhattan,0.9015444015444015,0.8538461538461538
20,7,uniform,chebyshev,0.8494208494208494,0.8076923076923077
20,7,uniform,minkowski,0.8667953667953668,0.8307692307692308
20,7,distance,euclidean,1.0,0.8384615384615385
20,7,distance,manhattan,1.0,0.8923076923076924
20,7,distance,chebyshev,1.0,0.8076923076923077
20,7,distance,minkowski,1.0,0.8384615384615385
20,8,uniform,euclidean,0.8667953667953668,0.8153846153846154
20,8,uniform,manhattan,0.8918918918918919,0.8538461538461538
20,8,uniform,chebyshev,0.8552123552123552,0.7923076923076923
20,8,uniform,minkowski,0.8667953667953668,0.8153846153846154
20,8,distance,euclidean,1.0,0.8615384615384616
20,8,distance,manhattan,1.0,0.8923076923076924
20,8,distance,chebyshev,1.0,0.8076923076923077
20,8,distance,minkowski,1.0,0.8615384615384616
20,9,uniform,euclidean,0.8436293436293436,0.823076923076923
20,9,uniform,manhattan,0.8725868725868726,0.8692307692307693
20,9,uniform,chebyshev,0.8416988416988417,0.823076923076923
20,9,uniform,minkowski,0.8436293436293436,0.823076923076923
20,9,distance,euclidean,1.0,0.8461538461538461
20,9,distance,manhattan,1.0,0.9
20,9,distance,chebyshev,1.0,0.8307692307692308
20,9,distance,minkowski,1.0,0.8461538461538461
20,10,uniform,euclidean,0.8416988416988417,0.8
20,10,uniform,manhattan,0.8783783783783784,0.8384615384615385
20,10,uniform,chebyshev,0.8185328185328186,0.8
20,10,uniform,minkowski,0.8416988416988417,0.8
20,10,distance,euclidean,1.0,0.8538461538461538
20,10,distance,manhattan,1.0,0.8923076923076924
20,10,distance,chebyshev,1.0,0.823076923076923
20,10,distance,minkowski,1.0,0.8538461538461538
20,11,uniform,euclidean,0.8281853281853282,0.8538461538461538
20,11,uniform,manhattan,0.8687258687258688,0.8846153846153846
20,11,uniform,chebyshev,0.8262548262548263,0.8
20,11,uniform,minkowski,0.8281853281853282,0.8538461538461538
20,11,distance,euclidean,1.0,0.8538461538461538
20,11,distance,manhattan,1.0,0.9076923076923077
20,11,distance,chebyshev,1.0,0.8076923076923077
20,11,distance,minkowski,1.0,0.8538461538461538
20,12,uniform,euclidean,0.8301158301158301,0.8538461538461538
20,12,uniform,manhattan,0.8532818532818532,0.8846153846153846
20,12,uniform,chebyshev,0.806949806949807,0.7615384615384615
20,12,uniform,minkowski,0.8301158301158301,0.8538461538461538
20,12,distance,euclidean,1.0,0.8923076923076924
20,12,distance,manhattan,1.0,0.8923076923076924
20,12,distance,chebyshev,1.0,0.8076923076923077
20,12,distance,minkowski,1.0,0.8923076923076924
20,13,uniform,euclidean,0.805019305019305,0.8769230769230769
20,13,uniform,manhattan,0.8301158301158301,0.8461538461538461
20,13,uniform,chebyshev,0.803088803088803,0.7692307692307693
20,13,uniform,minkowski,0.805019305019305,0.8769230769230769
20,13,distance,euclidean,1.0,0.8769230769230769
20,13,distance,manhattan,1.0,0.9076923076923077
20,13,distance,chebyshev,1.0,0.7846153846153846
20,13,distance,minkowski,1.0,0.8769230769230769
20,14,uniform,euclidean,0.8108108108108109,0.8461538461538461
20,14,uniform,manhattan,0.8378378378378378,0.8538461538461538
20,14,uniform,chebyshev,0.803088803088803,0.7538461538461538
20,14,uniform,minkowski,0.8108108108108109,0.8461538461538461
20,14,distance,euclidean,1.0,0.8923076923076924
20,14,distance,manhattan,1.0,0.8769230769230769
20,14,distance,chebyshev,1.0,0.8076923076923077
20,14,distance,minkowski,1.0,0.8923076923076924
20,15,uniform,euclidean,0.8204633204633205,0.8615384615384616
20,15,uniform,manhattan,0.8301158301158301,0.8153846153846154
20,15,uniform,chebyshev,0.803088803088803,0.8076923076923077
20,15,uniform,minkowski,0.8204633204633205,0.8615384615384616
20,15,distance,euclidean,1.0,0.8923076923076924
20,15,distance,manhattan,1.0,0.8846153846153846
20,15,distance,chebyshev,1.0,0.8307692307692308
20,15,distance,minkowski,1.0,0.8923076923076924
20,16,uniform,euclidean,0.8185328185328186,0.823076923076923
20,16,uniform,manhattan,0.8378378378378378,0.8076923076923077
20,16,uniform,chebyshev,0.7915057915057915,0.7692307692307693
20,16,uniform,minkowski,0.8185328185328186,0.823076923076923
20,16,distance,euclidean,1.0,0.8692307692307693
20,16,distance,manhattan,1.0,0.8692307692307693
20,16,distance,chebyshev,1.0,0.8307692307692308
20,16,distance,minkowski,1.0,0.8692307692307693
20,17,uniform,euclidean,0.805019305019305,0.8384615384615385
20,17,uniform,manhattan,0.8204633204633205,0.7846153846153846
20,17,uniform,chebyshev,0.7857142857142857,0.7769230769230769
20,17,uniform,minkowski,0.805019305019305,0.8384615384615385
20,17,distance,euclidean,1.0,0.8846153846153846
20,17,distance,manhattan,1.0,0.8615384615384616
20,17,distance,chebyshev,1.0,0.8307692307692308
20,17,distance,minkowski,1.0,0.8846153846153846
20,18,uniform,euclidean,0.8088803088803089,0.8076923076923077
20,18,uniform,manhattan,0.8146718146718147,0.8153846153846154
20,18,uniform,chebyshev,0.7876447876447876,0.7692307692307693
20,18,uniform,minkowski,0.8088803088803089,0.8076923076923077
20,18,distance,euclidean,1.0,0.8692307692307693
20,18,distance,manhattan,1.0,0.8538461538461538
20,18,distance,chebyshev,1.0,0.823076923076923
20,18,distance,minkowski,1.0,0.8692307692307693
20,19,uniform,euclidean,0.8011583011583011,0.8384615384615385
20,19,uniform,manhattan,0.8108108108108109,0.7692307692307693
20,19,uniform,chebyshev,0.7915057915057915,0.7846153846153846
20,19,uniform,minkowski,0.8011583011583011,0.8384615384615385
20,19,distance,euclidean,1.0,0.8769230769230769
20,19,distance,manhattan,1.0,0.8615384615384616
20,19,distance,chebyshev,1.0,0.8153846153846154
20,19,distance,minkowski,1.0,0.8769230769230769
20,20,uniform,euclidean,0.7953667953667953,0.823076923076923
20,20,uniform,manhattan,0.7895752895752896,0.7923076923076923
20,20,uniform,chebyshev,0.7915057915057915,0.7846153846153846
20,20,uniform,minkowski,0.7953667953667953,0.823076923076923
20,20,distance,euclidean,1.0,0.8692307692307693
20,20,distance,manhattan,1.0,0.8538461538461538
20,20,distance,chebyshev,1.0,0.8153846153846154
20,20,distance,minkowski,1.0,0.8692307692307693
30,1,uniform,euclidean,1.0,0.8307692307692308
30,1,uniform,manhattan,1.0,0.8923076923076924
30,1,uniform,chebyshev,1.0,0.8
30,1,uniform,minkowski,1.0,0.8307692307692308
30,1,distance,euclidean,1.0,0.8307692307692308
30,1,distance,manhattan,1.0,0.8923076923076924
30,1,distance,chebyshev,1.0,0.8
30,1,distance,minkowski,1.0,0.8307692307692308
30,2,uniform,euclidean,0.9034749034749034,0.8384615384615385
30,2,uniform,manhattan,0.9343629343629344,0.9076923076923077
30,2,uniform,chebyshev,0.8822393822393823,0.7692307692307693
30,2,uniform,minkowski,0.9034749034749034,0.8384615384615385
30,2,distance,euclidean,1.0,0.8307692307692308
30,2,distance,manhattan,1.0,0.8923076923076924
30,2,distance,chebyshev,1.0,0.8
30,2,distance,minkowski,1.0,0.8307692307692308
30,3,uniform,euclidean,0.9111969111969112,0.823076923076923
30,3,uniform,manhattan,0.9305019305019305,0.8846153846153846
30,3,uniform,chebyshev,0.8822393822393823,0.7461538461538462
30,3,uniform,minkowski,0.9111969111969112,0.823076923076923
30,3,distance,euclidean,1.0,0.8307692307692308
30,3,distance,manhattan,1.0,0.8923076923076924
30,3,distance,chebyshev,1.0,0.7538461538461538
30,3,distance,minkowski,1.0,0.8307692307692308
30,4,uniform,euclidean,0.88996138996139,0.8307692307692308
30,4,uniform,manhattan,0.918918918918919,0.8846153846153846
30,4,uniform,chebyshev,0.861003861003861,0.7538461538461538
30,4,uniform,minkowski,0.88996138996139,0.8307692307692308
30,4,distance,euclidean,1.0,0.8384615384615385
30,4,distance,manhattan,1.0,0.8692307692307693
30,4,distance,chebyshev,1.0,0.7538461538461538
30,4,distance,minkowski,1.0,0.8384615384615385
30,5,uniform,euclidean,0.8822393822393823,0.8076923076923077
30,5,uniform,manhattan,0.9073359073359073,0.8461538461538461
30,5,uniform,chebyshev,0.8494208494208494,0.8
30,5,uniform,minkowski,0.8822393822393823,0.8076923076923077
30,5,distance,euclidean,1.0,0.8307692307692308
30,5,distance,manhattan,1.0,0.8461538461538461
30,5,distance,chebyshev,1.0,0.7615384615384615
30,5,distance,minkowski,1.0,0.8307692307692308
30,6,uniform,euclidean,0.8513513513513513,0.8153846153846154
30,6,uniform,manhattan,0.8918918918918919,0.8615384615384616
30,6,uniform,chebyshev,0.8513513513513513,0.7615384615384615
30,6,uniform,minkowski,0.8513513513513513,0.8153846153846154
30,6,distance,euclidean,1.0,0.823076923076923
30,6,distance,manhattan,1.0,0.8692307692307693
30,6,distance,chebyshev,1.0,0.7538461538461538
30,6,distance,minkowski,1.0,0.823076923076923
30,7,uniform,euclidean,0.8494208494208494,0.8
30,7,uniform,manhattan,0.8996138996138996,0.8307692307692308
30,7,uniform,chebyshev,0.8474903474903475,0.7846153846153846
30,7,uniform,minkowski,0.8494208494208494,0.8
30,7,distance,euclidean,1.0,0.8076923076923077
30,7,distance,manhattan,1.0,0.8384615384615385
30,7,distance,chebyshev,1.0,0.7384615384615385
30,7,distance,minkowski,1.0,0.8076923076923077
30,8,uniform,euclidean,0.8532818532818532,0.7538461538461538
30,8,uniform,manhattan,0.8745173745173745,0.823076923076923
30,8,uniform,chebyshev,0.8223938223938224,0.7692307692307693
30,8,uniform,minkowski,0.8532818532818532,0.7538461538461538
30,8,distance,euclidean,1.0,0.8076923076923077
30,8,distance,manhattan,1.0,0.8307692307692308
30,8,distance,chebyshev,1.0,0.7615384615384615
30,8,distance,minkowski,1.0,0.8076923076923077
30,9,uniform,euclidean,0.8281853281853282,0.7692307692307693
30,9,uniform,manhattan,0.8687258687258688,0.8153846153846154
30,9,uniform,chebyshev,0.8166023166023166,0.8076923076923077
30,9,uniform,minkowski,0.8281853281853282,0.7692307692307693
30,9,distance,euclidean,1.0,0.7923076923076923
30,9,distance,manhattan,1.0,0.8461538461538461
30,9,distance,chebyshev,1.0,0.7769230769230769
30,9,distance,minkowski,1.0,0.7923076923076923
30,10,uniform,euclidean,0.8474903474903475,0.7923076923076923
30,10,uniform,manhattan,0.8648648648648649,0.8461538461538461
30,10,uniform,chebyshev,0.803088803088803,0.7769230769230769
30,10,uniform,minkowski,0.8474903474903475,0.7923076923076923
30,10,distance,euclidean,1.0,0.8307692307692308
30,10,distance,manhattan,1.0,0.8461538461538461
30,10,distance,chebyshev,1.0,0.7692307692307693
30,10,distance,minkowski,1.0,0.8307692307692308
30,11,uniform,euclidean,0.8281853281853282,0.8307692307692308
30,11,uniform,manhattan,0.859073359073359,0.823076923076923
30,11,uniform,chebyshev,0.8127413127413128,0.8153846153846154
30,11,uniform,minkowski,0.8281853281853282,0.8307692307692308
30,11,distance,euclidean,1.0,0.823076923076923
30,11,distance,manhattan,1.0,0.8538461538461538
30,11,distance,chebyshev,1.0,0.7846153846153846
30,11,distance,minkowski,1.0,0.823076923076923
30,12,uniform,euclidean,0.8281853281853282,0.8307692307692308
30,12,uniform,manhattan,0.8378378378378378,0.8538461538461538
30,12,uniform,chebyshev,0.8088803088803089,0.7923076923076923
30,12,uniform,minkowski,0.8281853281853282,0.8307692307692308
30,12,distance,euclidean,1.0,0.8615384615384616
30,12,distance,manhattan,1.0,0.8538461538461538
30,12,distance,chebyshev,1.0,0.8
30,12,distance,minkowski,1.0,0.8615384615384616
30,13,uniform,euclidean,0.8127413127413128,0.8307692307692308
30,13,uniform,manhattan,0.8146718146718147,0.8538461538461538
30,13,uniform,chebyshev,0.805019305019305,0.7692307692307693
30,13,uniform,minkowski,0.8127413127413128,0.8307692307692308
30,13,distance,euclidean,1.0,0.8307692307692308
30,13,distance,manhattan,1.0,0.8769230769230769
30,13,distance,chebyshev,1.0,0.7846153846153846
30,13,distance,minkowski,1.0,0.8307692307692308
30,14,uniform,euclidean,0.805019305019305,0.823076923076923
30,14,uniform,manhattan,0.8243243243243243,0.8076923076923077
30,14,uniform,chebyshev,0.803088803088803,0.7461538461538462
30,14,uniform,minkowski,0.805019305019305,0.823076923076923
30,14,distance,euclidean,1.0,0.8692307692307693
30,14,distance,manhattan,1.0,0.8615384615384616
30,14,distance,chebyshev,1.0,0.7846153846153846
30,14,distance,minkowski,1.0,0.8692307692307693
30,15,uniform,euclidean,0.803088803088803,0.8384615384615385
30,15,uniform,manhattan,0.8127413127413128,0.8076923076923077
30,15,uniform,chebyshev,0.7857142857142857,0.7615384615384615
30,15,uniform,minkowski,0.803088803088803,0.8384615384615385
30,15,distance,euclidean,1.0,0.8692307692307693
30,15,distance,manhattan,1.0,0.8384615384615385
30,15,distance,chebyshev,1.0,0.8
